번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
8265,부산광역시 남구청,부산광역시 남구 감만동 3-356,,생활방범,1,200,부산-5-남구-0099-3 (2024),30,,051-607-4284,35.119817,129.083058,2024-07-19
8266,부산광역시 남구청,부산광역시 남구 감만동 33-245,,생활방범,1,200,부산-5-남구-0100-0(2023),30,,051-607-4284,35.1241556,129.0858618,2024-07-19
8267,부산광역시 남구청,부산광역시 남구 감만동 33-245,,생활방범,1,200,부산-5-남구-0100-1(2024),30,,051-607-4284,35.1241556,129.0858618,2024-07-19
8268,부산광역시 남구청,부산광역시 남구 감만동 33-245,,생활방범,1,200,부산-5-남구-0100-2(2024),30,,051-607-4284,35.1241556,129.0858618,2024-07-19
8269,부산광역시 남구청,부산광역시 남구 감만동 33-245,,생활방범,1,200,부산-5-남구-0100-3(2024),30,,051-607-4284,35.1241556,129.0858618,2024-07-19
8270,부산광역시 남구청,부산광역시 남구 감만동 73-48,,생활방범,1,200,부산-5-남구-0101,30,,051-607-4284,35.119562,129.081588,2024-07-19
8271,부산광역시 남구청,부산광역시 남구 감만동 73-48,,생활방범,1,200,부산-5-남구-0101-1(2024),30,,051-607-4284,35.119562,129.081588,2024-07-19
8272,부산광역시 남구청,부산광역시 남구 감만동 73-48,,생활방범,1,200,부산-5-남구-0101-2(2024),30,,051-607-4284,35.119562,129.081588,2024-07-19
8273,부산광역시 남구청,부산광역시 남구 용호동 675-3,,생활방범,1,200,부산-5-남구-0102,30,,051-607-4284,35.118601,129.110043,2024-07-19
8274,부산광역시 남구청,부산광역시 남구 용당동 472-7,,생활방범,1,200,부산-5-남구-0103 (2023),30,,051-607-4284,35.1227305,129.0974612,2024-07-19
8275,부산광역시 남구청,부산광역시 남구 우암동 93-16,,생활방범,1,200,부산-5-남구-0104 (2023),30,,051-607-4284,35.1263789,129.0761037,2024-07-19
8276,부산광역시 남구청,부산광역시 남구 우암동 93-16,,생활방범,1,200,부산-5-남구-0104-1 (2024),30,,051-607-4284,35.1263789,129.0761037,2024-07-19
8277,부산광역시 남구청,부산광역시 남구 우암동 93-16,,생활방범,1,200,부산-5-남구-0104-1 (2024),30,,051-607-4284,35.1263789,129.0761037,2024-07-19
8278,부산광역시 남구청,부산광역시 남구 문현동 743-9,,생활방범,1,200,부산-5-남구-0105 (2023),30,,051-607-4284,35.1438737,129.0651175,2024-07-19
8279,부산광역시 남구청,부산광역시 남구 대연동 1506-1,,생활방범,1,200,부산-5-남구-0106 (2023),30,,051-607-4284,35.1394457,129.0876823,2024-07-19
8280,부산광역시 남구청,부산광역시 남구 대연동 1172-62,,생활방범,1,200,부산-6-남구-0107 (2023),30,,051-607-4284,35.126224,129.0880013,2024-07-19
8281,부산광역시 남구청,부산광역시 남구 대연동 1632-3,,생활방범,1,200,부산-9-남구-0238,30,,051-607-4284,35.1397939,129.104784,2024-07-19
8282,부산광역시 남구청,부산광역시 남구 대연동 1619-608,,생활방범,1,200,부산-9-남구-0239,30,,051-607-4284,35.1311084,129.0825396,2024-07-19
8283,부산광역시 남구청,부산광역시 남구 용당동 135-5,,생활방범,1,200,방범-2016-용당-0064,30,,051-607-4284,35.115326,129.094113,2024-07-19
8284,부산광역시 남구청,부산광역시 남구 용당동 135-5,,생활방범,1,200,방범-2016-용당-0064-1,30,,051-607-4284,35.115326,129.094113,2024-07-19
8285,부산광역시 남구청,부산광역시 남구 용당동 135-5,,생활방범,1,200,방범-2016-용당-0064-2,30,,051-607-4284,35.115326,129.094113,2024-07-19
8286,부산광역시 남구청,부산광역시 남구 용당동 135-5,,생활방범,1,200,방범-2016-용당-0064-3,30,,051-607-4284,35.115326,129.094113,2024-07-19
8287,부산광역시 남구청,부산광역시 남구 감만동 176-36,,생활방범,1,200,방범-2016-감만-0065,30,,051-607-4284,35.1182409,129.08456,2024-07-19
8288,부산광역시 남구청,부산광역시 남구 감만동 176-36,,생활방범,1,200,방범-2016-감만-0065-1 (2024),30,,051-607-4284,35.1182409,129.08456,2024-07-19
8289,부산광역시 남구청,부산광역시 남구 감만동 176-36,,생활방범,1,200,방범-2016-감만-0065-2 (2024),30,,051-607-4284,35.1182409,129.08456,2024-07-19
8290,부산광역시 남구청,부산광역시 남구 감만동 176-36,,생활방범,1,200,방범-2016-감만-0065-3 (2024),30,,051-607-4284,35.1182409,129.08456,2024-07-19
8291,부산광역시 남구청,부산광역시 남구 감만동 128-1,,생활방범,1,200,방범-2016-감만-0066,30,,051-607-4284,35.1169139,129.080114,2024-07-19
8292,부산광역시 남구청,부산광역시 남구 감만동 187-7,,생활방범,1,200,방범-2016-감만-0067,30,,051-607-4284,35.1166209,129.084436,2024-07-19
8293,부산광역시 남구청,부산광역시 남구 감만동 44-47,,생활방범,1,200,방범-2016-감만-0068,30,,051-607-4284,35.1230129,129.084607,2024-07-19
8294,부산광역시 남구청,부산광역시 남구 감만동 44-47,,생활방범,1,200,방범-2016-감만-0068-1 (2024),30,,051-607-4284,35.1230129,129.084607,2024-07-19
8295,부산광역시 남구청,부산광역시 남구 감만동 44-47,,생활방범,1,200,방범-2016-감만-0068-2 (2024),30,,051-607-4284,35.1230129,129.084607,2024-07-19
8296,부산광역시 남구청,부산광역시 남구 감만동 44-47,,생활방범,1,200,방범-2016-감만-0068-3 (2024),30,,051-607-4284,35.1230129,129.084607,2024-07-19
8297,부산광역시 남구청,부산광역시 남구 감만동 33-287,,생활방범,1,200,방범-2016-감만-0069-0,30,,051-607-4284,35.124435,129.086957,2024-07-19
8298,부산광역시 남구청,부산광역시 남구 감만동 33-287,,생활방범,1,200,방범-2016-감만-0069-1 (2024),30,,051-607-4284,35.124435,129.086957,2024-07-19
8299,부산광역시 남구청,부산광역시 남구 감만동 33-287,,생활방범,1,200,방범-2016-감만-0069-2 (2024),30,,051-607-4284,35.124435,129.086957,2024-07-19
8300,부산광역시 남구청,부산광역시 남구 감만동 33-287,,생활방범,1,200,방범-2016-감만-0069-3 (2024),30,,051-607-4284,35.124435,129.086957,2024-07-19
8301,부산광역시 남구청,부산광역시 남구 감만동 205-137,,생활방범,1,200,방범-2016-감만-0070,30,,051-607-4284,35.1145669,129.087411,2024-07-19
8302,부산광역시 남구청,부산광역시 남구 대연동 919-21,,생활방범,1,200,방범-2016-대연-0071,30,,051-607-4284,35.1291779,129.0884,2024-07-19
8303,부산광역시 남구청,부산광역시 남구 우암동 123-2,,생활방범,1,200,방범-2016-우암-0072,30,,051-607-4284,35.1280639,129.072214,2024-07-19
8304,부산광역시 남구청,부산광역시 남구 대연동 1490-6,,생활방범,1,200,방범-2016-대연-0073-0,30,,051-607-4284,35.1414869,129.088898,2024-07-19
8305,부산광역시 남구청,부산광역시 남구 대연동 1490-6,,생활방범,1,200,방범-2016-대연-0073-1,30,,051-607-4284,35.1414869,129.088898,2024-07-19
8306,부산광역시 남구청,부산광역시 남구 대연동 1171-23,,생활방범,1,200,방범-2016-대연-0074-0,30,,051-607-4284,35.1239759,129.087724,2024-07-19
8307,부산광역시 남구청,부산광역시 남구 대연동 1171-23,,생활방범,1,200,방범-2016-대연-0074-1,30,,051-607-4284,35.1239759,129.087724,2024-07-19
8308,부산광역시 남구청,부산광역시 남구 대연동 1171-23,,생활방범,1,200,방범-2016-대연-0074-2,30,,051-607-4284,35.1239759,129.087724,2024-07-19
8309,부산광역시 남구청,부산광역시 남구 대연동 1171-23,,생활방범,1,200,방범-2016-대연-0074-3,30,,051-607-4284,35.1239759,129.087724,2024-07-19
8310,부산광역시 남구청,부산광역시 남구 용호동 246-1,,생활방범,1,200,방범-2016-용호-0075,30,,051-607-4284,35.1241474,129.107812,2024-07-19
8311,부산광역시 남구청,부산광역시 남구 우암동 184-268,,생활방범,1,200,방범-2016-우암-0076,30,,051-607-4284,35.1271399,129.067635,2024-07-19
8312,부산광역시 남구청,부산광역시 남구 대연동 550-16,,생활방범,1,200,방범-2019-대연-199-2,30,,051-607-4284,35.13222,129.09992,2024-07-19
8313,부산광역시 남구청,부산광역시 남구 대연동 245-16,,생활방범,1,200,방범-2019-대연-200,30,,051-607-4284,35.15002,129.08971,2024-07-19
8314,부산광역시 남구청,부산광역시 남구 대연동 245-68,,생활방범,1,200,방범-2019-대연-201,30,,051-607-4284,35.15113,129.09055,2024-07-19
8315,부산광역시 남구청,부산광역시 남구 대연동 1156-18,,생활방범,1,200,방범-2019-대연-202,30,,051-607-4284,35.12292,129.09161,2024-07-19
8316,부산광역시 남구청,부산광역시 남구 대연동 903-7,,생활방범,1,200,방범-2019-대연-203,30,,051-607-4284,35.13115,129.08869,2024-07-19
8317,부산광역시 남구청,부산광역시 남구 대연동 1509-3,,생활방범,1,200,방범-2019-대연-204,30,,051-607-4284,35.13803,129.08897,2024-07-19
8318,부산광역시 남구청,부산광역시 남구 대연동 1509-3,,생활방범,1,200,방범-2019-대연-204-1,30,,051-607-4284,35.13803,129.08897,2024-07-19
8319,부산광역시 남구청,부산광역시 남구 용호동 516-10,,생활방범,1,200,방범-2019-용호-205,30,,051-607-4284,35.11473,129.11309,2024-07-19
8320,부산광역시 남구청,부산광역시 남구 용호동 516-10,,생활방범,1,200,방범-2019-용호-205-1,30,,051-607-4284,35.11473,129.11309,2024-07-19
8321,부산광역시 남구청,부산광역시 남구 용호동 516-10,,생활방범,1,200,방범-2019-용호-205-2,30,,051-607-4284,35.11473,129.11309,2024-07-19
8322,부산광역시 남구청,부산광역시 남구 문현동 1247(문현3동),,생활방범,1,200,부산-9-남구-0240,30,,051-607-4284,35.13976,129.073629,2024-07-19
8323,부산광역시 남구청,부산광역시 남구 문현동 1247(문현3동),,생활방범,1,200,부산-9-남구-0240-1,30,,051-607-4284,35.13976,129.073629,2024-07-19
8324,부산광역시 남구청,부산광역시 남구 문현동 1247(문현3동),,생활방범,1,200,부산-9-남구-0240-2,30,,051-607-4284,35.13976,129.073629,2024-07-19
8325,부산광역시 남구청,부산광역시 남구 문현동 1247(문현3동),,생활방범,1,200,부산-9-남구-0240-3,30,,051-607-4284,35.13976,129.073629,2024-07-19
8326,부산광역시 남구청,부산광역시 남구 용호동 385-44,,생활방범,1,200,부산-9-남구-0241,30,,051-607-4284,35.117277,129.114877,2024-07-19
8327,부산광역시 남구청,부산광역시 남구 용호동 385-44,,생활방범,1,200,부산-9-남구-0241-1,30,,051-607-4284,35.117277,129.114877,2024-07-19
8328,부산광역시 남구청,부산광역시 남구 용호동 385-44,,생활방범,1,200,부산-9-남구-0241-2,30,,051-607-4284,35.117277,129.114877,2024-07-19
8329,부산광역시 남구청,부산광역시 남구 용호동 385-44,,생활방범,1,200,부산-9-남구-0241-3,30,,051-607-4284,35.117277,129.114877,2024-07-19
8330,부산광역시 남구청,부산광역시 남구 용당동 552-16,,생활방범,1,200,부산-9-남구-0242,30,,051-607-4284,35.1236039,129.098487,2024-07-19
8331,부산광역시 남구청,부산광역시 남구 용호동 416-34,,생활방범,1,200,부산-9-남구-0243,30,,051-607-4284,35.12153,129.107756,2024-07-19
8332,부산광역시 남구청,부산광역시 남구 용호동 416-34,,생활방범,1,200,부산-9-남구-0243-1,30,,051-607-4284,35.12153,129.107756,2024-07-19
8333,부산광역시 남구청,부산광역시 남구 용호동 416-34,,생활방범,1,200,부산-9-남구-0243-2,30,,051-607-4284,35.12153,129.107756,2024-07-19
8334,부산광역시 남구청,부산광역시 남구 용호동 416-34,,생활방범,1,200,부산-9-남구-0243-3,30,,051-607-4284,35.12153,129.107756,2024-07-19
8335,부산광역시 남구청,부산광역시 남구 용호동 482-17,,생활방범,1,200,부산-9-남구-0244,30,,051-607-4284,35.114755,129.108907,2024-07-19
8336,부산광역시 남구청,부산광역시 남구 용호동 482-17,,생활방범,1,200,부산-9-남구-0244-1,30,,051-607-4284,35.114755,129.108907,2024-07-19
8337,부산광역시 남구청,부산광역시 남구 용호동 482-17,,생활방범,1,200,부산-9-남구-0244-2,30,,051-607-4284,35.114755,129.108907,2024-07-19
8338,부산광역시 남구청,부산광역시 남구 용호동 482-17,,생활방범,1,200,부산-9-남구-0244-3,30,,051-607-4284,35.114755,129.108907,2024-07-19
8339,부산광역시 남구청,부산광역시 남구 용호동 482-17,,생활방범,1,200,부산-9-남구-0244-4,30,,051-607-4284,35.114755,129.108907,2024-07-19
8340,부산광역시 남구청,부산광역시 남구 대연동 281-17,,생활방범,1,200,부산-9-남구-0245,30,,051-607-4284,35.1415649,129.091341,2024-07-19
8341,부산광역시 남구청,부산광역시 남구 우암동 127-44,,생활방범,1,200,부산-9-남구-0246,30,,051-607-4284,35.1282209,129.074367,2024-07-19
8342,부산광역시 남구청,부산광역시 남구 문현동 1059-16,,생활방범,1,200,부산-9-남구-0247,30,,051-607-4284,35.1313739,129.07082,2024-07-19
8343,부산광역시 남구청,부산광역시 남구 문현동 776-23,,생활방범,1,200,부산-9-남구-0248,30,,051-607-4284,35.1414919,129.066325,2024-07-19
8344,부산광역시 남구청,부산광역시 남구 대연동 39-28,,생활방범,1,200,부산-9-남구-0249,30,,051-607-4284,35.138264,129.103815,2024-07-19
8345,부산광역시 남구청,부산광역시 남구 대연동 39-28,,생활방범,1,200,부산-9-남구-0249-1,30,,051-607-4284,35.138264,129.103815,2024-07-19
8346,부산광역시 남구청,부산광역시 남구 대연동 39-28,,생활방범,1,200,부산-9-남구-0249-2,30,,051-607-4284,35.138264,129.103815,2024-07-19
8347,부산광역시 남구청,부산광역시 남구 대연동 39-28,,생활방범,1,200,부산-9-남구-0249-3,30,,051-607-4284,35.138264,129.103815,2024-07-19
8348,부산광역시 남구청,부산광역시 남구 대연동 39-28,,생활방범,1,200,부산-9-남구-0249-4,30,,051-607-4284,35.138264,129.103815,2024-07-19
8349,부산광역시 남구청,부산광역시 남구 대연동 1535-2,,생활방범,1,200,부산-9-남구-0250,30,,051-607-4284,35.1371799,129.087624,2024-07-19
8350,부산광역시 남구청,부산광역시 남구 대연동 1555-10,,생활방범,1,200,부산-9-남구-0251,30,,051-607-4284,35.1416389,129.087458,2024-07-19
8351,부산광역시 남구청,부산광역시 남구 대연동 산 165-9,,생활방범,1,200,부산-9-남구-0252,30,,051-607-4284,35.1312649,129.081283,2024-07-19
8352,부산광역시 남구청,부산광역시 남구 문현동 13-127,,생활방범,1,200,부산-9-남구-0253,30,,051-607-4284,35.1472019,129.073144,2024-07-19
8353,부산광역시 남구청,부산광역시 남구 감만동 626-1,,생활방범,1,200,부산-10-남구-0254,30,,051-607-4284,35.1090557,129.0681926,2024-07-19
8354,부산광역시 남구청,부산광역시 남구 감만동 626-1,,생활방범,1,200,부산-10-남구-0254-1,30,,051-607-4284,35.1090557,129.0681926,2024-07-19
8355,부산광역시 남구청,부산광역시 남구 대연동 329-15,,생활방범,1,200,부산-6-남구-0108 (2023),30,,051-607-4284,35.1356282,129.0940012,2024-07-19
8356,부산광역시 남구청,부산광역시 남구 대연동 1797-1,,생활방범,1,200,부산-6-남구-0109 (2023),30,,051-607-4284,35.139263,129.0830196,2024-07-19
8357,부산광역시 남구청,부산광역시 남구 대연동 1775-2,,생활방범,1,200,부산-6-남구-0110 (2023),30,,051-607-4284,35.1414043,129.0794277,2024-07-19
8358,부산광역시 남구청,부산광역시 남구 용호동 181-1,,생활방범,1,200,부산-6-남구-0111 (2023),30,,051-607-4284,35.12609,129.1085578,2024-07-19
8359,부산광역시 남구청,부산광역시 남구 용호동 420-5,,생활방범,1,200,부산-6-남구-0112,30,,051-607-4284,35.119353,129.107333,2024-07-19
8360,부산광역시 남구청,부산광역시 남구 용호동 420-5,,생활방범,1,200,부산-6-남구-0112-1,30,,051-607-4284,35.119353,129.107333,2024-07-19
8361,부산광역시 남구청,부산광역시 남구 용호동 420-6,,생활방범,1,200,부산-6-남구-0112-2,30,,051-607-4284,35.119353,129.107333,2024-07-19
8362,부산광역시 남구청,부산광역시 남구 용당동 268-2,,생활방범,1,200,방범-2022-용당-348-2,30,,051-607-4284,35.114781,129.092049,2024-07-19
8363,부산광역시 남구청,부산광역시 남구 감만동 200-28,,생활방범,1,200,방범-2022-감만-349-1,30,,051-607-4284,35.115452,129.085163,2024-07-19
8364,부산광역시 남구청,부산광역시 남구 감만동 200-28,,생활방범,1,200,방범-2022-감만-349-2,30,,051-607-4284,35.115452,129.085163,2024-07-19
8365,부산광역시 남구청,부산광역시 남구 우암동 15-29,,생활방범,1,200,방범-2022-우암-350-1,30,,051-607-4284,35.126183,129.083018,2024-07-19
8366,부산광역시 남구청,부산광역시 남구 우암동 15-29,,생활방범,1,200,방범-2022-우암-350-2,30,,051-607-4284,35.126183,129.083018,2024-07-19
